SPECIES_CODE,COMMON_NAME_ZH_CN,COMMON_NAME_US
x00697,Snowy x Little Egret (hybrid),Snowy x Little Egret (hybrid)
werher,Western Reef Heron,Western Reef-Heron
wesreh1,Western Reef Heron (Western),Western Reef-Heron (Western)
wesreh2,Western Reef Heron (Eastern),Western Reef-Heron (Eastern)
x00656,Little Egret x Western Reef Heron (hybrid),Little Egret x Western Reef-Heron (hybrid)
y00835,Little Egret/Western Reef Heron,Little Egret/Western Reef-Heron
pieher2,斑鹭,Pied Heron
whfher1,白脸鹭,White-faced Heron
egrett1,Egretta sp.,Egretta sp.
wbnher1,White-backed Night Heron,White-backed Night Heron
wenher1,海南鳽,White-eared Night Heron
strher2,Striated Heron (South American),Striated Heron
strher3,Lava Heron,Lava Heron
x01187,Striated x Lava Heron (hybrid),Striated x Lava Heron (hybrid)
y01350,Striated/Lava Heron,Striated/Lava Heron
strher1,绿鹭,Little Heron
lither1,绿鹭 [atricapilla Group],Little Heron (African)
lither4,绿鹭 (crawfordi/degens),Little Heron (Seychelles)
strher6,绿鹭 (brevipes),Little Heron (Red Sea)
lither5,绿鹭 (东洋界),Little Heron (Asian)
lither6,绿鹭 [stagnatilis Group],Little Heron (Australasian)
strher27,绿鹭 (patruelis),Little Heron (Tahiti)
grnher,北美绿鹭,Green Heron
grnher1,北美绿鹭 (virescens/bahamensis),Green Heron (virescens/bahamensis)
grnher2,北美绿鹭 (anthonyi),Green Heron (anthonyi)
grnher3,北美绿鹭 (frazari),Green Heron (frazari)
x00765,Striated x Green Heron (hybrid),Striated x Green Heron (hybrid)
y00771,Striated/Green Heron,Striated/Green Heron
forbit1,Forest Bittern,Forest Bittern
rubher2,Rufous-bellied Heron,Rufous-bellied Heron
squher1,Squacco Heron,Squacco Heron
mapher1,Malagasy Pond Heron,Malagasy Pond-Heron
inpher1,印度池鹭,Indian Pond-Heron
chpher1,池鹭,Chinese Pond-Heron
x01124,印度池鹭x池鹭 (杂交),Indian x Chinese Pond-Heron (hybrid)
japher1,爪哇池鹭,Javan Pond-Heron
x01125,池鹭x爪哇池鹭 (杂交),Chinese x Javan Pond-Heron (hybrid)
pondhe1,未识别的池鹭,pond-heron sp.
categr1,西牛背鹭,Western Cattle-Egret
x01188,白鹭x西牛背鹭 (杂交),Little Egret x Western Cattle-Egret (hybrid)
categr2,牛背鹭,Eastern Cattle-Egret
categr,西牛背鹭/牛背鹭,Western/Eastern Cattle-Egret
pacher1,White-necked Heron,Pacific Heron
greegr,大白鹭,Great Egret
greegr1,大白鹭 (古北界),Great Egret (alba)
greegr4,大白鹭 (非洲),Great Egret (African)
greegr2,大白鹭 (美洲),Great Egret (American)
greegr3,大白鹭 (东洋界至澳洲界),Great Egret (modesta)
integr3,Yellow-billed Egret,Yellow-billed Egret
y01235,Great/Yellow-billed Egret,Great/Yellow-billed Egret
y01236,Western Cattle Egret/Yellow-billed Egret,Western Cattle-Egret/Yellow-billed Egret
integr1,中白鹭,Medium Egret
y01237,牛背鹭/中白鹭,Eastern Cattle-Egret/Medium Egret
y01238,大白鹭/中白鹭,Great/Medium Egret
y01239,Yellow-billed/Medium Egret,Yellow-billed/Medium Egret
integr2,Plumed Egret,Plumed Egret
y01240,Eastern Cattle Egret/Plumed Egret,Eastern Cattle-Egret/Plumed Egret
y01241,Great/Plumed Egret,Great/Plumed Egret
y01242,Medium/Plumed Egret,Medium/Plumed Egret
graher1,苍鹭,Gray Heron
gryher1,苍鹭 (广布),Gray Heron (Gray)
gryher3,苍鹭 (firasa),Gray Heron (Madagascar)
gryher2,苍鹭 (monicae),Gray Heron (Mauritanian)
x01189,白鹭x苍鹭 (杂交),Little Egret x Gray Heron (hybrid)
x00398,大白鹭x苍鹭 (杂交),Great Egret x Gray Heron (hybrid)
grbher3,Great Blue Heron,Great Blue Heron
grbher,Great Blue Heron (Great Blue),Great Blue Heron (Great Blue)
grwher,Great Blue Heron (Great White),Great Blue Heron (Great White)
wurher,Great Blue Heron (Wurdemann's),Great Blue Heron (Wurdemann's)
x00677,Great Egret x Great Blue Heron (hybrid),Great Egret x Great Blue Heron (hybrid)
cocher1,Cocoi Heron,Cocoi Heron
x01051,Great Egret x Cocoi Heron (hybrid),Great Egret x Cocoi Heron (hybrid)
x00784,Great Blue x Cocoi Heron (hybrid),Great Blue x Cocoi Heron (hybrid)
y00834,Great Blue/Cocoi Heron,Great Blue/Cocoi Heron
purher1,草鹭,Purple Heron
purher2,草鹭 (bournei),Purple Heron (Bourne's)
purher3,草鹭 (广布),Purple Heron (Purple)
x01050,苍鹭x草鹭 (杂交),Gray x Purple Heron (hybrid)
y01021,苍鹭/草鹭,Gray/Purple Heron
humher1,Humblot's Heron,Humblot's Heron
whbher2,白腹鹭,White-bellied Heron
grbher2,大嘴鹭,Great-billed Heron
blhher1,Black-headed Heron,Black-headed Heron
golher1,Goliath Heron,Goliath Heron
ardea1,未识别的Ardea属鹭类,Ardea sp.
heron1,未识别的鹭科鸟类,heron sp.
whiegr1,未识别的白色鹭类,white egret sp.
hamerk1,Hamerkop,Hamerkop
shoebi1,Shoebill,Shoebill
amwpel,American White Pelican,American White Pelican
brnpel,Brown Pelican,Brown Pelican
brnpel2,Brown Pelican (Atlantic),Brown Pelican (Atlantic)
brnpel3,Brown Pelican (California),Brown Pelican (California)
brnpel1,Brown Pelican (Southern),Brown Pelican (Southern)
brnpel4,Brown Pelican (Galapagos),Brown Pelican (Galapagos)
perpel1,Peruvian Pelican,Peruvian Pelican
grwpel1,白鹈鹕,Great White Pelican
auspel1,Australian Pelican,Australian Pelican
pibpel1,Pink-backed Pelican,Pink-backed Pelican
spbpel1,斑嘴鹈鹕,Spot-billed Pelican
dalpel1,卷羽鹈鹕,Dalmatian Pelican
x00842,白鹈鹕x卷羽鹈鹕 (杂交),Great White x Dalmatian Pelican (hybrid)
pelica1,未识别的鹈鹕,pelican sp.
calcon,California Condor,California Condor
kinvul1,King Vulture,King Vulture
andcon1,Andean Condor,Andean Condor
blkvul,Black Vulture,Black Vulture
turvul,Turkey Vulture,Turkey Vulture
turvul2,Turkey Vulture (Northern),Turkey Vulture (Northern)
turvul6,Turkey Vulture (Choco),Turkey Vulture (Choco)
turvul1,Turkey Vulture (Tropical),Turkey Vulture (Tropical)
turvul3,Turkey Vulture (South Temperate),Turkey Vulture (South Temperate)
lyhvul1,Lesser Yellow-headed Vulture,Lesser Yellow-headed Vulture
gyhvul1,Greater Yellow-headed Vulture,Greater Yellow-headed Vulture
cathar1,Cathartes sp.,Cathartes sp.
vultur1,new world vulture sp.,new world vulture sp.
secret2,Secretarybird,Secretarybird
osprey,鹗,Osprey
osprey3,鹗 (欧亚),Osprey (Eurasian)
osprey1,鹗 (carolinensis),Osprey (American)
osprey2,鹗 (ridgwayi),Osprey (Caribbean)
osprey4,鹗 (cristatus),Osprey (Australasian)
peakit1,Pearl Kite,Pearl Kite
sctkit1,Scissor-tailed Kite,Scissor-tailed Kite
whtkit,White-tailed Kite,White-tailed Kite
bkskit1,黑翅鸢,Black-winged Kite
bkskit2,黑翅鸢 (非洲),Black-winged Kite (African)
bkskit3,黑翅鸢 (亚洲),Black-winged Kite (Asian)
auskit1,Black-shouldered Kite,Black-shouldered Kite
lewkit1,Letter-winged Kite,Letter-winged Kite
afhhaw1,African Harrier-Hawk,African Harrier-Hawk
mahhaw1,Madagascar Harrier-Hawk,Madagascar Harrier-Hawk
panvul1,Palm-nut Vulture,Palm-nut Vulture
lammer1,胡兀鹫,Bearded Vulture
lammer2,胡兀鹫 (欧亚),Bearded Vulture (Eurasian)
lammer3,胡兀鹫 (非洲),Bearded Vulture (African)
egyvul1,白兀鹫,Egyptian Vulture
maseag1,Madagascar Serpent Eagle,Madagascar Serpent-Eagle
hobkit,Hook-billed Kite,Hook-billed Kite
hobkit1,Hook-billed Kite (Hook-billed),Hook-billed Kite (Hook-billed)
hobkit3,Hook-billed Kite (Grenada),Hook-billed Kite (Grenada)
hobkit2,Cuban Kite,Cuban Kite
grhkit1,Grey-headed Kite,Gray-headed Kite
whckit1,White-collared Kite,White-collared Kite
afrcuh1,African Cuckoo-Hawk,African Cuckoo-Hawk
madcuh1,Madagascar Cuckoo-Hawk,Madagascar Cuckoo-Hawk
jerbaz1,褐冠鹃隼,Jerdon's Baza
pacbaz1,Pacific Baza,Pacific Baza
blabaz1,黑冠鹃隼,Black Baza
euhbuz1,鹃头蜂鹰,European Honey-buzzard
orihob2,凤头蜂鹰,Oriental Honey-buzzard
orihob3,凤头蜂鹰 (东北亚),Oriental Honey-buzzard (Northern)
orihob4,凤头蜂鹰 (东洋界),Oriental Honey-buzzard (Indomalayan)
orihob10,凤头蜂鹰 [ptilorhynchus Group],Oriental Honey-buzzard (Sunda)
x00786,鹃头蜂鹰x凤头蜂鹰 (杂交),European x Oriental Honey-buzzard (hybrid)
y00658,鹃头蜂鹰/凤头蜂鹰,European/Oriental Honey-buzzard
barhob1,Barred Honey Buzzard,Sulawesi Honey-buzzard
barhob2,Philippine Honey Buzzard,Philippine Honey-buzzard
swtkit,Swallow-tailed Kite,Swallow-tailed Kite
bkbkit1,Black-breasted Buzzard,Black-breasted Kite
sqtkit1,Square-tailed Kite,Square-tailed Kite
lthbuz1,Long-tailed Honey Buzzard,Long-tailed Honey-buzzard
blhbuz1,Black Honey Buzzard,Black Honey-buzzard
rehvul1,黑兀鹫,Red-headed Vulture
whhvul1,White-headed Vulture,White-headed Vulture
cinvul1,秃鹫,Cinereous Vulture
lafvul1,Lappet-faced Vulture,Lappet-faced Vulture
hoovul1,Hooded Vulture,Hooded Vulture
himgri1,高山兀鹫,Himalayan Griffon
whrvul1,白背兀鹫,White-rumped Vulture
whbvul1,White-backed Vulture,White-backed Vulture
indvul1,印度兀鹫,Indian Vulture
slbvul1,细嘴兀鹫,Slender-billed Vulture
capgri1,Cape Vulture,Cape Griffon
y00942,White-backed/Cape Vulture,White-backed Vulture/Cape Griffon
ruegri1,Rüppell's Vulture,Rüppell's Griffon
y00634,White-backed/Rüppell's Vulture,White-backed Vulture/Rüppell's Griffon
eurgri1,兀鹫,Eurasian Griffon
y00837,Rüppell's/Griffon Vulture,Rüppell's/Eurasian Griffon
y00838,高山兀鹫/兀鹫,Himalayan/Eurasian Griffon
gyps1,未识别的Gyps属兀鹫,Gyps sp.
olwvul1,未识别的旧大陆鹫类,old world vulture sp.
nicsee1,Great Nicobar Serpent Eagle,Nicobar Serpent-Eagle
suseag1,Sulawesi Serpent Eagle,Sulawesi Serpent-Eagle
moseag1,Mountain Serpent Eagle,Mountain Serpent-Eagle
crseag1,蛇雕,Crested Serpent-Eagle
cresee1,蛇雕 (广布),Crested Serpent-Eagle (Crested)
cresee9,蛇雕 (davisoni),Crested Serpent-Eagle (Andaman)
cresee5,蛇雕 (minimus),Crested Serpent-Eagle (Central Nicobar)
cresee7,蛇雕 (琉球),Crested Serpent-Eagle (Ryukyu)
cresee6,蛇雕 (natunensis),Crested Serpent-Eagle (Natuna)
cresee2,蛇雕 (abbotti),Crested Serpent-Eagle (Simeulue)
cresee3,蛇雕 (asturinus),Crested Serpent-Eagle (Nias)
cresee8,蛇雕 (sipora),Crested Serpent-Eagle (Mentawai)
cresee4,蛇雕 (baweanus),Crested Serpent-Eagle (Bawean)
phseag1,Philippine Serpent Eagle,Philippine Serpent-Eagle
anseag1,Andaman Serpent Eagle,Andaman Serpent-Eagle
grpeag1,Philippine Eagle,Philippine Eagle
batele1,Bateleur,Bateleur
baseag1,Western Banded Snake Eagle,Western Banded Snake-Eagle
faseag1,Southern Banded Snake Eagle,Southern Banded Snake-Eagle
coseag1,Congo Serpent Eagle,Congo Snake-Eagle
beasne1,Beaudouin's Snake Eagle,Beaudouin's Snake-Eagle
bkbsne1,Black-chested Snake Eagle,Black-chested Snake-Eagle
shteag1,短趾雕,Short-toed Snake-Eagle
brseag1,Brown Snake Eagle,Brown Snake-Eagle
snakee1,snake eagle sp.,snake-eagle sp.
crheag1,Crowned Eagle,Crowned Eagle
walhae1,Wallace's Hawk-Eagle,Wallace's Hawk-Eagle
mouhae2,Legge's Hawk-Eagle,Legge's Hawk-Eagle
mouhae1,鹰雕,Mountain Hawk-Eagle
mouhae5,鹰雕 (华南至东南亚),Mountain Hawk-Eagle (nipalensis)
mouhae4,鹰雕 (日本),Mountain Hawk-Eagle (orientalis)
blyhae1,Blyth's Hawk-Eagle,Blyth's Hawk-Eagle
javhae1,Javan Hawk-Eagle,Javan Hawk-Eagle
sulhae1,Sulawesi Hawk-Eagle,Sulawesi Hawk-Eagle
pinhae1,Pinsker's Hawk-Eagle,Pinsker's Hawk-Eagle
phihae1,Philippine Hawk-Eagle,Philippine Hawk-Eagle
y00839,凤头鹰雕,Changeable Hawk-Eagle
crehae1,凤头鹰雕 (cirrhatus/ceylanensis),Changeable Hawk-Eagle (Crested)
chahae1,凤头鹰雕 (短冠),Changeable Hawk-Eagle (Changeable)
flohae1,Flores Hawk-Eagle,Flores Hawk-Eagle
nisaet1,Nisaetus sp.,Nisaetus sp.
blheag1,Black Hawk-Eagle,Black Hawk-Eagle
bawhae1,Black-and-white Hawk-Eagle,Black-and-white Hawk-Eagle
orheag1,Ornate Hawk-Eagle,Ornate Hawk-Eagle
baceag2,Black-and-chestnut Eagle,Black-and-chestnut Eagle
spizae1,Spizaetus sp.,Spizaetus sp.
rubeag2,棕腹隼雕,Rufous-bellied Eagle
mareag1,Martial Eagle,Martial Eagle
loceag1,Long-crested Eagle,Long-crested Eagle
blaeag1,林雕,Black Eagle
inseag1,Indian Spotted Eagle,Indian Spotted Eagle
leseag1,Lesser Spotted Eagle,Lesser Spotted Eagle
grseag1,乌雕,Greater Spotted Eagle
x00843,Lesser x Greater Spotted Eagle (hybrid),Lesser x Greater Spotted Eagle (hybrid)
y00718,Lesser/Greater Spotted Eagle,Lesser/Greater Spotted Eagle
y00719,Indian/Greater Spotted Eagle,Indian/Greater Spotted Eagle
waheag3,Wahlberg's Eagle,Wahlberg's Eagle
ayheag1,Ayres's Hawk-Eagle,Ayres's Hawk-Eagle
liteag3,Pygmy Eagle,Pygmy Eagle
booeag1,靴隼雕,Booted Eagle
liteag1,Little Eagle,Little Eagle
steeag1,草原雕,Steppe Eagle
impeag1,白肩雕,Imperial Eagle
spaeag1,Spanish Imperial Eagle,Spanish Eagle
taweag1,Tawny Eagle,Tawny Eagle
y01022,Steppe/Tawny Eagle,Steppe/Tawny Eagle
cashae1,Cassin's Hawk-Eagle,Cassin's Hawk-Eagle
gureag1,Gurney's Eagle,Gurney's Eagle
weteag1,Wedge-tailed Eagle,Wedge-tailed Eagle
goleag,金雕,Golden Eagle
vereag1,Verreaux's Eagle,Verreaux's Eagle
boneag2,白腹隼雕,Bonelli's Eagle
afrhae1,African Hawk-Eagle,African Hawk-Eagle
aquila1,未识别的Aquila属雕,Aquila sp.
y01070,Clanga/Aquila sp.,Clanga/Aquila sp.
negeag1,Papuan Eagle,New Guinea Eagle
bathaw1,Bat Hawk,Bat Hawk
creeag1,Crested Eagle,Crested Eagle
hareag1,Harpy Eagle,Harpy Eagle
cregos1,凤头鹰,Crested Goshawk
sulgos1,Sulawesi Goshawk,Sulawesi Goshawk
gabgos2,Gabar Goshawk,Gabar Goshawk
lothaw1,Long-tailed Hawk,Long-tailed Hawk
dacgos1,Dark Chanting Goshawk,Dark Chanting-Goshawk
eacgos1,Eastern Chanting Goshawk,Eastern Chanting-Goshawk
y01289,Dark/Eastern Chanting Goshawk,Dark/Eastern Chanting-Goshawk
pacgos1,Pale Chanting Goshawk,Pale Chanting-Goshawk
y01290,Dark/Pale Chanting Goshawk,Dark/Pale Chanting-Goshawk
lizbuz1,Lizard Buzzard,Lizard Buzzard
afrgos1,African Goshawk,African Goshawk
recgos2,African Goshawk (Banded),African Goshawk (Banded)
recgos3,African Goshawk (Red-chested),African Goshawk (Red-chested)
recgos4,African Goshawk (Bioko),African Goshawk (Bioko)
afrgos2,African Goshawk (Ethiopian),African Goshawk (Ethiopian)
afrgos3,African Goshawk (Eastern),African Goshawk (Eastern)
afrgos4,African Goshawk (Pemba),African Goshawk (Pemba)
afrgos5,African Goshawk (Southern),African Goshawk (Southern)
chfspa1,Chestnut-flanked Sparrowhawk,Chestnut-flanked Sparrowhawk
retspa1,Red-thighed Sparrowhawk,Red-thighed Sparrowhawk
litspa1,Little Sparrowhawk,Little Sparrowhawk
besra1,松雀鹰,Besra
y01073,凤头鹰/松雀鹰,Crested Goshawk/Besra
smaspa1,Dwarf Sparrowhawk,Small Sparrowhawk
runspa1,Rufous-necked Sparrowhawk,Rufous-necked Sparrowhawk
colspa1,Collared Sparrowhawk,Collared Sparrowhawk
nebspa1,New Britain Sparrowhawk,New Britain Sparrowhawk
vibspa1,Vinous-breasted Sparrowhawk,Vinous-breasted Sparrowhawk
japspa1,日本松雀鹰,Japanese Sparrowhawk
y00943,松雀鹰/日本松雀鹰,Besra/Japanese Sparrowhawk
shikra1,褐耳鹰,Shikra
shikra2,褐耳鹰 (非洲),Shikra (African)
shikra3,褐耳鹰 (亚洲),Shikra (Asian)
nicspa1,Nicobar Sparrowhawk,Nicobar Sparrowhawk
levspa1,Levant Sparrowhawk,Levant Sparrowhawk
grfhaw1,赤腹鹰,Chinese Sparrowhawk
imispa1,Imitator Goshawk,Imitator Sparrowhawk
fragos2,Frances's Sparrowhawk,Frances's Sparrowhawk
sptgos1,Spot-tailed Sparrowhawk,Spot-tailed Goshawk
gyhgos1,Grey-headed Goshawk,Gray-headed Goshawk
nebgos1,New Britain Goshawk,New Britain Goshawk
grygos1,Grey Goshawk,Gray Goshawk
vargos1,Variable Goshawk,Variable Goshawk
vargos2,Variable Goshawk (Lesser Sundas),Variable Goshawk (Lesser Sundas)
vargos3,Variable Goshawk (Variable),Variable Goshawk (Variable)
blmgos1,Black-mantled Goshawk,Black-mantled Goshawk
piegos1,Pied Goshawk,Pied Goshawk
fijgos1,Fiji Goshawk,Fiji Goshawk
molgos1,Moluccan Goshawk,Moluccan Goshawk
slmgos1,Slaty-mantled Goshawk,Slaty-mantled Goshawk
necgos1,White-bellied Goshawk,New Caledonian Goshawk
brogos1,Brown Goshawk,Brown Goshawk
y00841,Collared Sparrowhawk/Brown Goshawk,Collared Sparrowhawk/Brown Goshawk
y01023,Variable/Brown Goshawk,Variable/Brown Goshawk
chsgos1,Chestnut-shouldered Goshawk,Chestnut-shouldered Goshawk
redgos1,Red Goshawk,Red Goshawk
gybhaw1,Grey-bellied Hawk,Gray-bellied Hawk
ovaspa2,Ovambo Sparrowhawk,Ovambo Sparrowhawk
madspa1,Madagascar Sparrowhawk,Madagascar Sparrowhawk
eurspa1,雀鹰,Eurasian Sparrowhawk
y00842,Levant/Eurasian Sparrowhawk,Levant/Eurasian Sparrowhawk
rucspa2,Rufous-breasted Sparrowhawk,Rufous-breasted Sparrowhawk
rucspa3,Rufous-breasted Sparrowhawk (Ethiopian),Rufous-breasted Sparrowhawk (Ethiopian)
rucspa4,Rufous-breasted Sparrowhawk (Rufous-breasted),Rufous-breasted Sparrowhawk (Rufous-breasted)
shshaw,Sharp-shinned/White-breasted/Plain-breasted/Rufous-thighed Hawk,Sharp-shinned Hawk
shshaw2,Sharp-shinned Hawk (Northern),Sharp-shinned Hawk (Northern)
shshaw1,Sharp-shinned Hawk (Caribbean),Sharp-shinned Hawk (Caribbean)
shshaw6,Sharp-shinned Hawk (Madrean),Sharp-shinned Hawk (Madrean)
shshaw3,White-breasted Hawk,Sharp-shinned Hawk (White-breasted)
shshaw4,Plain-breasted Hawk,Sharp-shinned Hawk (Plain-breasted)
shshaw5,Rufous-thighed Hawk,Sharp-shinned Hawk (Rufous-thighed)
bichaw1,Bicolored Hawk,Bicolored Hawk
bichaw2,Bicolored Hawk (Bicolored),Bicolored Hawk (Bicolored)
bichaw3,Bicolored Hawk (Spotted),Bicolored Hawk (Spotted)
bichaw4,Chilean Hawk,Chilean Hawk
y01209,Bicolored/Chilean Hawk,Bicolored/Chilean Hawk
coohaw,Cooper's Hawk,Cooper's Hawk
y00612,Sharp-shinned/Cooper's Hawk,Sharp-shinned/Cooper's Hawk
gunhaw1,Gundlach's Hawk,Gundlach's Hawk
norgos1,苍鹰,Eurasian Goshawk
y00392,雀鹰/苍鹰,Eurasian Sparrowhawk/Eurasian Goshawk
norgos,American Goshawk,American Goshawk
x00988,Cooper's Hawk x American Goshawk (hybrid),Cooper's Hawk x American Goshawk (hybrid)
y00666,Cooper's Hawk/American Goshawk,Cooper's Hawk/American Goshawk
y01256,Eurasian/American Goshawk,Eurasian/American Goshawk
meygos1,Meyer's Goshawk,Meyer's Goshawk
blagos1,Black Sparrowhawk,Black Goshawk
hengos1,Henst's Goshawk,Henst's Goshawk
accipi,未识别的Accipitrine亚科鹰类,Accipitrine hawk sp. (former Accipiter sp.)
dorgos1,Doria's Hawk,Doria's Hawk
wemhar1,白头鹞,Western Marsh Harrier
afmhar1,African Marsh Harrier,African Marsh Harrier
y01359,Western/African Marsh Harrier,Western/African Marsh Harrier
easmah1,白腹鹞,Eastern Marsh Harrier
y00391,白头鹞/白腹鹞,Western/Eastern Marsh Harrier
easmah2,Papuan Harrier,Papuan Harrier
eamhar1,Eastern Marsh/Papuan Harrier,Eastern Marsh/Papuan Harrier
swahar1,Swamp Harrier,Swamp Harrier
reuhar2,Reunion Harrier,Reunion Harrier
reuhar3,Malagasy Harrier,Malagasy Harrier
lowhar1,Long-winged Harrier,Long-winged Harrier
spohar1,Spotted Harrier,Spotted Harrier
y01243,Swamp/Spotted Harrier,Swamp/Spotted Harrier
blahar1,Black Harrier,Black Harrier
cinhar1,Cinereous Harrier,Cinereous Harrier
norhar1,白尾鹞,Hen Harrier
norhar2,Northern Harrier,Northern Harrier
norhar,Hen/Northern Harrier,Hen/Northern Harrier
palhar1,草原鹞,Pallid Harrier
x00399,白尾鹞x草原鹞 (杂交),Hen x Pallid Harrier (hybrid)
piehar1,鹊鹞,Pied Harrier
monhar1,乌灰鹞,Montagu's Harrier
x01099,草原鹞x乌灰鹞 (杂交),Pallid x Montagu's Harrier (hybrid)
y00840,白尾鹞/乌灰鹞,Hen/Montagu's Harrier
y00720,草原鹞/乌灰鹞,Pallid/Montagu's Harrier
harrie1,未识别的鹞,harrier sp.
tinhaw1,Tiny Hawk,Tiny Hawk
semhaw2,Semicollared Hawk,Semicollared Hawk
dotkit1,Double-toothed Kite,Double-toothed Kite
rutkit1,Rufous-thighed Kite,Rufous-thighed Kite
redkit1,Red Kite,Red Kite
redkit2,Red Kite (Red),Red Kite (Red)
redkit3,Red Kite (Cape Verde),Red Kite (Cape Verde)
blakit1,黑鸢,Black Kite
blkkit1,黑鸢 (欧洲至中亚),Black Kite (Black)
blkkit2,黑鸢 (东亚，黑耳鸢),Black Kite (Black-eared)
blkkit3,黑鸢 (黄嘴),Black Kite (Yellow-billed)
y00611,Red/Black Kite,Red/Black Kite
brakit1,栗鸢,Brahminy Kite
y00393,黑鸢/栗鸢,Black/Brahminy Kite
whikit1,Whistling Kite,Whistling Kite
whteag,白尾海雕,White-tailed Eagle
baleag,Bald Eagle,Bald Eagle
pafeag1,玉带海雕,Pallas's Fish-Eagle
stseag,虎头海雕,Steller's Sea-Eagle
x00989,Bald Eagle x Steller's Sea Eagle (hybrid),Bald Eagle x Steller's Sea-Eagle (hybrid)
y00944,Golden/Bald Eagle,Golden/Bald Eagle
affeag1,African Fish Eagle,African Fish-Eagle
mafeag1,Madagascar Fish Eagle,Madagascar Fish-Eagle
wbseag1,白腹海雕,White-bellied Sea-Eagle
solsee1,Sanford's Sea Eagle,Sanford's Sea-Eagle
lefeag1,渔雕,Lesser Fish-Eagle
gyhfie1,灰头渔雕,Gray-headed Fish-Eagle
y00721,渔雕/灰头渔雕,Lesser/Gray-headed Fish-Eagle
haliae1,未识别的Haliaeetus/Icthyophaga属海雕,Haliaeetus/Icthyophaga sp.
ruwbuz1,棕翅鵟鹰,Rufous-winged Buzzard
grabuz1,Grasshopper Buzzard,Grasshopper Buzzard
whebuz1,白眼鵟鹰,White-eyed Buzzard
gyfbuz1,灰脸鵟鹰,Gray-faced Buzzard
miskit,Mississippi Kite,Mississippi Kite
plukit1,Plumbeous Kite,Plumbeous Kite
y00772,Mississippi/Plumbeous Kite,Mississippi/Plumbeous Kite
crahaw,Crane Hawk,Crane Hawk
crahaw1,Crane Hawk (Blackish),Crane Hawk (Blackish)
crahaw2,Crane Hawk (Grey),Crane Hawk (Gray)
crahaw3,Crane Hawk (Banded),Crane Hawk (Banded)
blchaw1,Black-collared Hawk,Black-collared Hawk
snakit,Snail Kite,Snail Kite
slbkit1,Slender-billed Kite,Slender-billed Kite
barhaw1,Barred Hawk,Barred Hawk
pluhaw,Plumbeous Hawk,Plumbeous Hawk
